web-scraper-order,web-scraper-start-url,paginacion,referencias,referencias-href,nombre,precio,descripcion,puntuacion,opiniones,imagen-src
"1681684268-2883","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora WHIRLPOOL Carga Superior 25KG 8MWTW2640WJB Blanco","https://www.ktronix.com/lavadora-whirlpool-carga-superior-25kg-8mwtw2640wjb-blanco/p/7501545587443","Lavadora WHIRLPOOL Carga Superior 25KG 8MWTW2640WJB Blanco","$3.249.900
                                            Hoy","Conectividad Wi-Fi compatible con iOS y Android","4.2","20 Opiniones","/medias/7501545587443-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMzA4fGltYWdlL2pwZWd8aW1hZ2VzL2g0Ny9oMjUvMTA3Nzc1NjUwMDM4MDYuanBnfGQ3M2I5MTA0ZDBhZDUyYjNiNGQ5OWNhMTQ0ZTY3YmQwNzkyMTYyN2RkYWUyZDhhZmZkZWNmMjdjM2Q0MmQxNDc"
"1681684272-2884","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora WHIRLPOOL Carga Superior 25 Kilogramos 8MWTW2640WJC Gris","https://www.ktronix.com/lavadora-whirlpool-carga-superior-25-kilogramos-8mwtw2640wjc-gris/p/7501545587450","Lavadora WHIRLPOOL Carga Superior 25 Kilogramos 8MWTW2640WJC Gris","$3.449.900
                                            Hoy","Conectividad Wi-Fi compatible con iOS y Android","4.2","20 Opiniones","/medias/7501545587450-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNTE5fGltYWdlL2pwZWd8aW1hZ2VzL2hkMy9oMDEvMTA3Nzc1NzAzMTIyMjIuanBnfDY0MmViZDU0YWVhMjZlYmU2OTk0MzVmODJhNjFkYzI3ODA2NjA2NWM2NmZiMTlmMTkwZTI1ZTFkY2ExZjYzMDE"
"1681684278-2885","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora WHIRLPOOL Carga Superior 19KG 8MWTW1934MJM Blanco","https://www.ktronix.com/lavadora-whirlpool-carga-superior-19kg-8mwtw1934mjm-blanco/p/7501545634123","Lavadora WHIRLPOOL Carga Superior 19KG 8MWTW1934MJM Blanco","$2.629.900
                                            Hoy","Xpert System, mayor remoción de manchas","4.4","27 Opiniones","/medias/7501545634123-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNDc2fGltYWdlL2pwZWd8aW1hZ2VzL2hiNC9oYTYvMTAzNzA0NzY4MDIwNzguanBnfGQ2YmQ0OWEwMDY4NmZmNWUyZTRiOTlhZWFjNzFhNTM1MWE5YTJjZjEyY2I0YjVmMjczMDZkYTY3Y2YzMzhjYzQ"
"1681684281-2886","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora WHIRLPOOL Carga Superior 19KG 8MWTW1934WJM Blanco","https://www.ktronix.com/lavadora-whirlpool-carga-superior-19kg-8mwtw1934wjm-blanco/p/7501545634130","Lavadora WHIRLPOOL Carga Superior 19KG 8MWTW1934WJM Blanco","$2.639.900
                                            Hoy","Xpert System, mayor remoción de manchas","4.6","20 Opiniones","/medias/7501545634130-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNDg4fGltYWdlL2pwZWd8aW1hZ2VzL2gyOC9oNzkvMTAzNzA0NzAzMTQwMTQuanBnfDY4MTM4NThiZjI5MGFlZTYyNjY5ZmUyODgxNGZlNGMzZWQxYWU3NjQ3NjFlYWI2MDUxN2VlOWY5NDAyNjM5OGY"
"1681684287-2887","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora WHIRLPOOL Carga Superior 20KG 8MWTW2041WJM Blanco","https://www.ktronix.com/lavadora-whirlpool-carga-superior-20kg-8mwtw2041wjm-blanco/p/7501545634239","Lavadora WHIRLPOOL Carga Superior 20KG 8MWTW2041WJM Blanco","$2.499.900
                                            Hoy","AutoLevel: mide tamaño de carga y determina nivel de agua.","5.0","3 Opiniones","/medias/7501545634239-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMDYyfGltYWdlL2pwZWd8aW1hZ2VzL2g5Zi9oMzYvMTIzNDQ3ODgxMjM2NzguanBnfDVmZmI5MjVmMTYyNmU3ZjE0NjI5YWRmNGMyYmRkMDY2MzVjZTk4NDE4OTg2MWU1NWJiNDZjOGYyMDllOTIzMDA"
"1681684291-2888","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora WHIRLPOOL Carga Superior 22KG 8MWTW2241WJB Blanco","https://www.ktronix.com/lavadora-whirlpool-carga-superior-22kg-8mwtw2241wjb-blanco/p/7501545634260","Lavadora WHIRLPOOL Carga Superior 22KG 8MWTW2241WJB Blanco","$2.619.900
                                            Hoy","Xpert System, mayor remoción de manchas","3.7","7 Opiniones","/medias/7501545634260-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMjA1fGltYWdlL2pwZWd8aW1hZ2VzL2g3Yy9oNDkvMTA4NTU2Mzg4MjcwMzguanBnfDM0ODJmNmZlZWIyNWViMzIwMmQwNTBjOWQ3YTRlMjMyNGYwOTE0ZGZiMTAwZmI5MjZiZDBiNDNhZjUwMGYzZDA"
"1681684295-2889","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora MABE Carga Superior 19 Kg LMA79104WGAB1 Gris","https://www.ktronix.com/lavadora-mabe-carga-superior-19-kg-lma79104wgab1-gris/p/757638360678","Lavadora MABE Carga Superior 19 Kg LMA79104WGAB1 Gris","$2.599.900
                                            Hoy","Seguridad de tu familia , ahora con la tapa soft close","4.2","4 Opiniones","/medias/757638360678-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNzIwfGltYWdlL2pwZWd8aW1hZ2VzL2g4My9oZTcvOTgyOTkzNzI1MDMzNC5qcGd8ZDhjYWQ1YjFjOTJiZTBiNGFjMGZkMzg3YjVkYThmNjc1MDcxZmFmNmQ0MWI3ZWZiNmMxODIyOWExODNiY2VkMA"
"1681684300-2890","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Centro de lavado MABE Carga Superior 20 Kilogramos MCLC2040GSBB0 Blanco","https://www.ktronix.com/centro-lavado-mabe-carga-superior-20-kilogramos-mclc2040gsbb0-blanco/p/757638361286","Centro de lavado MABE Carga Superior 20 Kilogramos MCLC2040GSBB0 Blanco","$5.899.900
                                            Hoy","Eficiencia, producto clasificación tipo A","4.8","37 Opiniones","/medias/757638361286-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMDcyfGltYWdlL2pwZWd8aW1hZ2VzL2gxMy9oYTAvMTA1MDIwNDgyNTE5MzQuanBnfDA4OTMzNmJlMTZlZDYwZDVjOTJkZDAzYWJlNGJiYTc3MWEwOGQ2MGE0MDU0MWYwYWNhNzAwZDYyNGYyMTY0NGM"
"1681684306-2891","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Centro de lavado MABE Carga Superior 20 Kilogramos MCLC2040PSDG0 Diamond Gray","https://www.ktronix.com/centro-lavado-mabe-carga-superior-20-kilogramos-mclc2040psdg0-diamond-gray/p/757638361316","Centro de lavado MABE Carga Superior 20 Kilogramos MCLC2040PSDG0 Diamond Gray","$5.999.900
                                            Hoy","Eficiencia, producto clasificación tipo A","4.8","37 Opiniones","/medias/757638361316-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMzk3fGltYWdlL2pwZWd8aW1hZ2VzL2g1OC9oNGMvMTA1MDIwNTE3OTA4NzguanBnfDk2MjhkOTQyYjEyMGI3ODA5NDQxNGVkODcyMzc4NDhkNWI0NDAzYjM1OTEyOTg2NmEzMDQ3MWQ3MzllNDA2OWE"
"1681684312-2892","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora MABE Carga Superior 25 Kilogramos LMC75201WDAB0 Negro","https://www.ktronix.com/lavadora-mabe-carga-superior-25-kilogramos-lmc75201wdab0-negro/p/757638389495","Lavadora MABE Carga Superior 25 Kilogramos LMC75201WDAB0 Negro","$2.999.900
                                            Hoy","Ciclo de sanitizado. Elimina el 99% de bacterias.","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-757638389495-001.jpg?context=bWFzdGVyfGltYWdlc3wxMzcxfGltYWdlL2pwZWd8aDhmL2hiYi8xMzUxNjE0MTk1MzA1NC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc1NzYzODM4OTQ5NV8wMDEuanBnfGRmN2YwZjM2M2IxOTU5N2JlMmRiZTcyM2FkNDRlMjFkNjFlOTI4M2ZkZWMyNzI3MWM2NDA3ODY4NTVhOGJjMGU"
"1681684316-2893","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Secadora MABE Carga Frontal a gas 25KG DMG17R8MSDAB2 Negro","https://www.ktronix.com/secadora-mabe-carga-frontal-a-gas-25kg-dmg17r8msdab2-negro/p/757638389648","Secadora MABE Carga Frontal a gas 25KG DMG17R8MSDAB2 Negro","$2.999.900
                                            Hoy","Ciclo de sanitizado. Elimina el 99% de bacterias.","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-757638389648-001.jpg?context=bWFzdGVyfGltYWdlc3wxNDY4fGltYWdlL2pwZWd8aDcwL2hkZS8xMzUxNjE0NzMyNzAwNi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc1NzYzODM4OTY0OF8wMDEuanBnfDBkNjg4MDJkOWY5ZmJlMTExMDRjMTdhZGQwOWFiNGY4ODY3ZmQxYzAwNDc4Mjk5NGIxMTEwMTBjODBhMDAyYTI"
"1681684320-2894","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora HACEB Carga Superior 14Kg ZOÜ Digital Blanco","https://www.ktronix.com/lavadora-haceb-carga-superior-14kg-zou-digital-blanco/p/7704353431445","Lavadora HACEB Carga Superior 14Kg ZOÜ Digital Blanco","$1.989.900
                                            Hoy","Diseño,ahorro y tecnología para cuidar a tu familia","4.0","1 Opinión","/medias/7704353431445-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMDY5fGltYWdlL2pwZWd8aW1hZ2VzL2hiNC9oMzAvMTMzMTk3NDU3NjU0MDYuanBnfDNiMWEzNGNhMjNjNWNlYWVhMTM0YzhjNmZlOGRlYTlkZDIwNmM5MDQ1OWMwMzQ2N2U3NWU4YTFiN2E5MmQ0NzI"
"1681684324-2895","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora HACEB Carga superior 17 KG AWÜA Manual Negro","https://www.ktronix.com/lavadora-haceb-carga-superior-17-kg-awua-manual-negro/p/7704353431476","Lavadora HACEB Carga superior 17 KG AWÜA Manual Negro","$1.914.900
                                            Hoy","Tecnología,funciones y atributos que te hacen la vida feliz","5.0","2 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-7704353431476-001.jpg?context=bWFzdGVyfGltYWdlc3wxODAxfGltYWdlL2pwZWd8aDkyL2hmMC8xMzc0MzExODgxMTE2Ni82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc3MDQzNTM0MzE0NzZfMDAxLmpwZ3w1MmJhZDQ2YmVjM2Y3NWJkNjdjOTAzZmFhOGViYzJmOTRjM2NjMTI1YWYzN2ExOGY5YjM5NWU2N2JkZWNmYjQ4"
"1681684328-2896","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora HACEB Carga superior 17 KG AWÜA Digital Negro","https://www.ktronix.com/lavadora-haceb-carga-superior-17-kg-awua-digital-negro/p/7704353431483","Lavadora HACEB Carga superior 17 KG AWÜA Digital Negro","$1.896.500
                                            Hoy","Tecnología,funciones y atributos que te hacen la vida feliz","3.3","3 Opiniones","/medias/7704353431483-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMzc1fGltYWdlL2pwZWd8aW1hZ2VzL2hkNy9oYmYvMTA4MDEyMzEwMDM2NzguanBnfDk3YzVkNTAxNTFhZGU4YmVkOGIxZmU1NDNjZTBiMjQyYTAwOTFlMTJhMzk0NjgwZWE0OTE2MGVkZTc5NWEzOTM"
"1681684332-2897","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora WHIRLPOOL Carga Superior 19KG WW19LBAHLA Blanco","https://www.ktronix.com/lavadora-whirlpool-carga-superior-19kg-ww19lbahla-blanco/p/7708228051240","Lavadora WHIRLPOOL Carga Superior 19KG WW19LBAHLA Blanco","$2.159.900
                                            Hoy","Smart Action: Combina 3 tecnologías inteligentes","4.9","30 Opiniones","/medias/7708228051240-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMjE2fGltYWdlL2pwZWd8aW1hZ2VzL2hkOC9oOTIvMTE1MjcxOTkxMjk2MzAuanBnfGU3OGYxNTNiYTk3OWI4NzlmNTk4Y2ZiZjQ1NTUwOWM4MjQ3Yjk2NjJjZDMwMmUwYjZlYzc4MzJmMjVkNGM4YTQ"
"1681684337-2898","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora WHIRLPOOL Carga Superior 15KG WWG15BBHLA Blanco","https://www.ktronix.com/lavadora-whirlpool-carga-superior-15kg-wwg15bbhla-blanco/p/7708228051691","Lavadora WHIRLPOOL Carga Superior 15KG WWG15BBHLA Blanco","$1.939.900
                                            Hoy","Control de Perilla","5.0","2 Opiniones","/medias/7708228051691-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNzQwfGltYWdlL2pwZWd8aW1hZ2VzL2gwNy9oZDIvMTE1MjcxODE5NTkxOTguanBnfGZmNTYzNDlhNzMxYjdmZmMzOTgyYzY4NWY4NTU1ZWY2Y2UyMmI1NTY3ODU4MzMxOGFhOWM0MjQ4YTBlYTk1YWQ"
"1681684341-2899","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora WHIRLPOOL Carga Superior 17KG WW17KBAHLA Blanco","https://www.ktronix.com/lavadora-whirlpool-carga-superior-17kg-ww17kbahla-blanco/p/7708228051912","Lavadora WHIRLPOOL Carga Superior 17KG WW17KBAHLA Blanco","$2.069.900
                                            Hoy","Smart Action: Combina 3 tecnologías inteligentes","4.8","61 Opiniones","/medias/7708228051912-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMTA2fGltYWdlL2pwZWd8aW1hZ2VzL2hmNi9oMjIvMTE1MjcxNzcyNDA2MDYuanBnfGM3N2U0NjI3NTMxM2E1Njc4OWM0ZDlhNTM0YTIwNGFmNDBkNTU3NDYzYTI3NjM0ZjBjMWEzOWEwYmZlMzViM2I"
"1681684346-2900","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora WHIRLPOOL Carga Superior 18KG WWG18CNHLA Negro","https://www.ktronix.com/lavadora-whirlpool-carga-superior-18kg-wwg18cnhla-negro/p/7709921346657","Lavadora WHIRLPOOL Carga Superior 18KG WWG18CNHLA Negro","$2.149.900
                                            Hoy","Perilla con control electrónico","5.0","2 Opiniones","/medias/7709921346657-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyNDY4fGltYWdlL2pwZWd8aDZlL2g4Ny8xMzQzMTIyNzk0MDg5NC83NzA5OTIxMzQ2NjU3XzAwMV82MFd4NjBIfDY4ZTYxOTQxYWFjMTM3ZDY2ZjZiOTFjNzM0OGNkNzQzZjM2ZDM0YzU5MTA0YTUxYzEwNzNlZWQzNWYzOWRlMWI"
"1681684350-2901","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora ELECTROLUX Carga Superior 14 Kilogramos EWIF14D3CGSG Gris","https://www.ktronix.com/lavadora-electrolux-carga-superior-14-kilogramos-ewif14d3cgsg-gris/p/7861106359330","Lavadora ELECTROLUX Carga Superior 14 Kilogramos EWIF14D3CGSG Gris","$1.749.900
                                            Hoy","Programa De Lavado Especial Para Tejidos","4.6","53 Opiniones","/medias/7861106359330-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxODg5fGltYWdlL2pwZWd8aW1hZ2VzL2gwNS9oODUvOTE2OTM0NzM0NjQ2Mi5qcGd8N2UzNDZhOTI2NTVmNWQ4Y2Y0MjM2ZjhiMGIwNzM5ZGU4MjVlYWVhN2NhNDJkNGE4NWE0NDdmNzczZThiNjE1MA"
"1681684355-2902","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora ELECTROLUX Carga Superior 18 Kilogramos EWIF18D3CGSG Gris","https://www.ktronix.com/lavadora-electrolux-carga-superior-18-kilogramos-ewif18d3cgsg-gris/p/7861106359354","Lavadora ELECTROLUX Carga Superior 18 Kilogramos EWIF18D3CGSG Gris","$1.999.900
                                            Hoy","Programa De Lavado Especial Para Tejidos","4.7","77 Opiniones","/medias/7861106359354-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxOTI5fGltYWdlL2pwZWd8aW1hZ2VzL2g4ZC9oYjYvOTE2OTM4NzQ4NzI2Mi5qcGd8NmQyZjIxNTJhOTYyMGE2ZmJjNWMwOWMzMDI2Yjk0NTQ1NDRlMmYzYTcwN2IzZmQwOTg2ZGEzMTU0ZWEyZDVjOA"
"1681684359-2903","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora/Secadora ELECTROLUX Carga Frontal 11KG EWDX11L3EG Gris","https://www.ktronix.com/lavadora-secadora-electrolux-carga-frontal-11kg-ewdx11l3eg-gris/p/7861106359446","Lavadora/Secadora ELECTROLUX Carga Frontal 11KG EWDX11L3EG Gris","$2.799.900
                                            Hoy","Intelligent Wash","4.8","11 Opiniones","/medias/7861106359446-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyNDkxfGltYWdlL2pwZWd8aW1hZ2VzL2hjYS9oYjMvMTA1MDU2NDAzNDU2MzAuanBnfDdhYTE4OGJiOTIzYzM2YmVjNTU3Njc2NjJhYjNhZjFhODNlNWJiNWRjMGQ3NzNiNjQzZGQ3Mzk1MzhlODY3Njg"
"1681684364-2904","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora ELECTROLUX Carga Superior 9.5KG EWIW95F6USVG Gris","https://www.ktronix.com/lavadora-electrolux-carga-superior-95kg-ewiw95f6usvg-gris/p/7861106359705","Lavadora ELECTROLUX Carga Superior 9.5KG EWIW95F6USVG Gris","$1.599.900
                                            Hoy","Programa Rápido de 25 minutos","4.7","3 Opiniones","/medias/7861106359705-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMDc0fGltYWdlL2pwZWd8aDI4L2hhYy8xMzM4OTcyMDQ1MzE1MC83ODYxMTA2MzU5NzA1XzAwMV82MFd4NjBIfGI3MjVjOTJmMGRhMjU4ZjFjMDI5ZGM2NmEzMTNkMWYwMzU3MTUyZDk2ODNlZDQwMWY4NWQ5NjlhNzYzMTgyMGU"
"1681684368-2905","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora ELECTROLUX Carga Superior 12KG EWIW12F6USVW Blanco","https://www.ktronix.com/lavadora-electrolux-carga-superior-12kg-ewiw12f6usvw-blanco/p/7861106359712","Lavadora ELECTROLUX Carga Superior 12KG EWIW12F6USVW Blanco","$1.599.900
                                            Hoy","Programa Rápido de 25 minutos","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-7861106359712-001.jpg?context=bWFzdGVyfGltYWdlc3wxNTg3fGltYWdlL2pwZWd8aDE3L2hhYS8xMzY5Njg5NzM1MTcxMC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc4NjExMDYzNTk3MTJfMDAxLmpwZ3wzMWJkZDA3NmQ5YzNmNTkxYjEzOWZkOTFjYmE3YzAzMjA1NzA5OTRkODM5ZGIwZGVkMTQ0ZTRmNGRhYTU0NmRl"
"1681684374-2906","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora ELECTROLUX Carga Superior 12KG EWIW12F6USVG Gris","https://www.ktronix.com/lavadora-electrolux-carga-superior-12kg-ewiw12f6usvg-gris/p/7861106359729","Lavadora ELECTROLUX Carga Superior 12KG EWIW12F6USVG Gris","$1.679.900
                                            Hoy","Programa Rápido de 25 minutos","4.0","1 Opinión","/medias/7861106359729-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMTQyfGltYWdlL2pwZWd8aGJjL2hhMi8xMzM4OTcyMzk5MjA5NC83ODYxMTA2MzU5NzI5XzAwMV82MFd4NjBIfDE3NWI0MTRmYjA0YWY3NDBmMTEzMzc4ZjYyNmJjN2ViZTgyNGIyYjBkNmIyY2Y0OGE2YzFjNTk5M2UxN2FmOWI"
"1681684378-2907","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora ELECTROLUX Carga Superior 16KG EWIX16F3ESG Gris","https://www.ktronix.com/lavadora-electrolux-carga-superior-16kg-ewix16f3esg-gris/p/7861106359743","Lavadora ELECTROLUX Carga Superior 16KG EWIX16F3ESG Gris","$1.799.900
                                            Hoy","Water Fuzzy. Menor consumo de agua. Medición automática","4.9","16 Opiniones","/medias/7861106359743-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxODY0fGltYWdlL2pwZWd8aDZiL2gyMC8xMzM4OTcyNjk0MTIxNC83ODYxMTA2MzU5NzQzXzAwMV82MFd4NjBIfDlmYmJiMTk2YWFhZGQ3YTUyYTU4OWQ1MzhlMTYwMDc1ODM0ZjUwNGExY2ZjOWI2Y2RkMmI3YjE1MWU5N2JkNzI"
"1681684383-2908","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora ELECTROLUX Carga Superior 18KG EWIX18F3ESB Negro","https://www.ktronix.com/lavadora-electrolux-carga-superior-18kg-ewix18f3esb-negro/p/7861106359767","Lavadora ELECTROLUX Carga Superior 18KG EWIX18F3ESB Negro","$2.129.900
                                            Hoy","Water Fuzzy. Menor consumo de agua. Medición automática","5.0","2 Opiniones","/medias/7861106359767-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMDM4fGltYWdlL2pwZWd8aDBiL2hhNi8xMzM0Mzc5OTYwNzMyNi83ODYxMTA2MzU5NzY3XzAwMV82MFd4NjBIfDJkYzFmMzYyY2E0MmQ5Njk3M2Q5MWNlYjZjYzI1Yjg1YTNmZTkxOGY5ZjM3NTVkYzQ5OTBmZjhjMTFiNGZmODQ"
"1681684387-2909","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Lavadora ELECTROLUX Carga Superior 21KG EWIX21F3ESB Negro","https://www.ktronix.com/lavadora-electrolux-carga-superior-21kg-ewix21f3esb-negro/p/7861106359774","Lavadora ELECTROLUX Carga Superior 21KG EWIX21F3ESB Negro","$2.199.900
                                            Hoy","Lavado rápido 14 min. Ideal para ropa ligeramente sucia.","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-7861106359774-001.jpg?context=bWFzdGVyfGltYWdlc3wyMDY1fGltYWdlL2pwZWd8aDEzL2hlYy8xMzY0OTg4MDc0Mzk2Ni82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc4NjExMDYzNTk3NzRfMDAxLmpwZ3wxMTJhZmYyNTg3NTBiNDc4NjE0YTZmNDkyYmU2NmU5MWM3NGFkZDdiNTIxMzAyMWIxMmRmYzE1ODI3NjI0OGU1"
"1681684391-2910","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Secadora SAMSUNG Carga Frontal a gas 22KG DVG22R6270W/CO Blanco","https://www.ktronix.com/secadora-samsung-carga-frontal-a-gas-22kg-dvg22r6270w-co-blanco/p/8806090587023","Secadora SAMSUNG Carga Frontal a gas 22KG DVG22R6270W/CO Blanco","$3.229.900
                                            Hoy","MutiSteam, cuidado de tus prendas y menos arrugas","4.7","7 Opiniones","/medias/8806090587023-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNjI1fGltYWdlL2pwZWd8aW1hZ2VzL2hkYS9oMjEvMTA2ODU1MTQ5NDA0NDYuanBnfDc0ZWQxODliODQ0OTA3ZGRhZmJlNzVmMzhmZGY0MDNlMzAxY2IxM2ZiMzQ0NWFkNGI1MDQ1N2Q5OTUyYzRjZGI"
"1681684396-2911","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/lavado/c/BI_0600_KTRON","","Torre de Lavado y Secado LG Wash Tower 22KG WK22GS6 Verde","https://www.ktronix.com/torre-lavado-secado-lg-wash-tower-22kg-wk22gs6-verde/p/8806091905024","Torre de Lavado y Secado LG Wash Tower 22KG WK22GS6 Verde","$8.819.900
                                            Hoy","Inteligencia Artificial  Cuidado Inteligente de las prendas","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-8806091905024-001.jpg?context=bWFzdGVyfGltYWdlc3wxODk4fGltYWdlL2pwZWd8aDJhL2hmZC8xMzYzODg3NTAyMTM0Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzg4MDYwOTE5MDUwMjRfMDAxLmpwZ3wxZTkzODc3ODBjZTk0NDc4Mjg5ZWFkMjE4NjE0NDEwMjJiY2IwMjk1MzZmZjNmNzYxMmMwZGVjN2E1MjM0MzZj"
