web-scraper-order,web-scraper-start-url,referencias,referencias-href,paginacion,nombre,precio,descripcion,puntuacion,opiniones,imagen-src
"1681681063-2562","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Mini Refrigerador VANITY PLANET Skincare 4 Litros Rosado","https://www.ktronix.com/mini-refrigerador-vanity-planet-skincare-4-litros-rosado/p/740275053836","","Mini Refrigerador VANITY PLANET Skincare 4 Litros Rosado","$359.900
                                            Hoy","Ideal para guardar tus rodillos faciales, mascarillas y otros productos que necesitan temperaturas frías","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-740275053836-001.jpg?context=bWFzdGVyfGltYWdlc3wyNzEwfGltYWdlL2pwZWd8aGE0L2gyZS8xMzYzNzkwNDE3MTAzOC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc0MDI3NTA1MzgzNl8wMDEuanBnfDJmMjRkNzEzYTJlYmRjNjY5MTk1YzkxZTJlZmI1YTgwYmJlNTUzYWZhNDEwMGM2ODlkNDc2MTUzOTAzZmRjZGM"
"1681681068-2563","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Congelador Horizontal WHIRLPOOL Dual 307L","https://www.ktronix.com/congelador-horizontal-whirlpool-dual-307l/p/7501545589454","","Congelador Horizontal WHIRLPOOL Dual 307L","$2.419.900
                                            Hoy","Interior Metalico","5.0","1 Opinión","/medias/7501545589454-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMTUyfGltYWdlL2pwZWd8aW1hZ2VzL2gyYy9oNzMvMTIzNDQ3Njg1Mjg0MTQuanBnfDU5MTU2ZmQ4Njk2ZmMxMTAwMDlhMGU2ZDUzMzdkMmM2Yjc2OGY2MTQwNjJlY2FkNGFmNzA5ZDMyYzVhNjIyZDQ"
"1681681073-2564","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Congelador Horizontal WHIRLPOOL Dual 198 Litros WCF2107Q Blanco","https://www.ktronix.com/congelador-horizontal-whirlpool-dual-198-litros-wcf2107q-blanco/p/7501545589461","","Congelador Horizontal WHIRLPOOL Dual 198 Litros WCF2107Q Blanco","$1.639.900
                                            Hoy","Interior Metalico","5.0","2 Opiniones","/medias/7501545589461-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMjYzfGltYWdlL2pwZWd8aW1hZ2VzL2hkNC9oY2UvMTIzNDQ3NzMyNDcwMDYuanBnfGY2NjQyYTBkNTkwMTZhY2E2MGI1ZjBlNDM1MTY5ZjdlM2YzZDhiMzE3NGIxY2E0ZWM3NDM2YTdhNWI2ZDc5Yjg"
"1681681078-2565","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Minibar MABE Frost 93 Litros Brutos RMF04BRX0 Inox","https://www.ktronix.com/minibar-mabe-frost-93-litros-brutos-rmf04brx0-inox/p/757638356077","","Minibar MABE Frost 93 Litros Brutos RMF04BRX0 Inox","$999.900
                                            Hoy","La solución perfecta en casa, hotel u oficina","4.3","3 Opiniones","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-757638356077-001.jpg?context=bWFzdGVyfGltYWdlc3wxMjgxfGltYWdlL2pwZWd8aDA1L2gzNS8xMzY0MjA1MTIyMzU4Mi82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc1NzYzODM1NjA3N18wMDEuanBnfGRkYTg1OWY2OWU0MmVkMzc5ZWZhNDY4NzhkYWZhYTBjYmMyOGRiMzA4Yzc0MDY1MzE4NDE0OTQyMTA3ZTE3NmQ"
"1681681083-2566","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera MABE No Frost Congelador Superior 398 Litros RMS398IBBQP0 Black Steel","https://www.ktronix.com/nevera-mabe-no-frost-congelador-superior-398-litros-rms398ibbqp0-black-steel/p/757638368599","","Nevera MABE No Frost Congelador Superior 398 Litros RMS398IBBQP0 Black Steel","$3.699.900
                                            Hoy","Ahorro de energia con Tecnologia Home Energy Saver","4.3","18 Opiniones","/medias/757638368599-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMzUxfGltYWdlL2pwZWd8aW1hZ2VzL2hmNC9oYTUvMTIwMjY4OTM3OTUzNTguanBnfDUwMjhmZjYxNTJhM2NmNDE5ZWYwNGFjMjZhM2E3YTA3NGYxMTNhMTlhYjMyOGNkMjM4MzU5YTc3OGU4NjdhODI"
"1681681088-2567","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera MABE No Frost Congelador Superior 513 Litros RMS510IBBQX0 Inox","https://www.ktronix.com/nevera-mabe-no-frost-congelador-superior-513-litros-rms510ibbqx0-inox/p/757638368605","","Nevera MABE No Frost Congelador Superior 513 Litros RMS510IBBQX0 Inox","$3.899.900
                                            Hoy","Ahorro de energia con Tecnologia Home Energy Saber","4.8","21 Opiniones","/medias/757638368605-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMjYzfGltYWdlL2pwZWd8aW1hZ2VzL2g3ZS9oYTMvMTA5MTgzOTM5MDUxODIuanBnfGIwNmU2M2EwMmJjZTQzYzYwNmFlZjFmOGE2MGU5NjdiZTA4MzliN2ZhNTljOTY4MGJjNzMwYzNlNDg0N2YzYTY"
"1681681094-2568","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera MABE No Frost 513 Litros RMS510IBBQP0 Black Steel","https://www.ktronix.com/nevera-mabe-no-frost-513-litros-rms510ibbqp0-black-steel/p/757638368612","","Nevera MABE No Frost 513 Litros RMS510IBBQP0 Black Steel","$3.989.900
                                            Hoy","Ahorro de energia con Tecnologia Home Energy Saver","5.0","7 Opiniones","/medias/757638368612-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNDg0fGltYWdlL2pwZWd8aW1hZ2VzL2gzMC9oMTcvMTE1NDA0NTI2NzE1MTguanBnfGRhZTM0NjIzOTkyNWY2N2MxNmMwYmE5ZWFmZGNlNDIzOTg2YWNhMjZkNjlhYTk2NjUxYmUwY2I3YWU3MGViZGY"
"1681681098-2569","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera MABE No Frost Congelador Inferior 520 Litros RMB520IWBQP0 Black Steel","https://www.ktronix.com/nevera-mabe-no-frost-congelador-inferior-520-litros-rmb520iwbqp0-black-steel/p/757638368629","","Nevera MABE No Frost Congelador Inferior 520 Litros RMB520IWBQP0 Black Steel","$5.404.900
                                            Hoy","Ahorro de energia con Tecnologia Home Energy Saber","4.8","26 Opiniones","/medias/757638368629-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMjQ4fGltYWdlL2pwZWd8aW1hZ2VzL2g3ZS9oMmYvMTA5MTgzOTkyMTM1OTguanBnfDA0ZGU1NWFmOTQ1ZGUxZDNjZjVkNWUxMGZkMmJlMjFhZTEyNmIyYjAyMTNjZTRjYjQ3ZjJhNTBmMjMxYTEyYjU"
"1681681103-2570","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevecón GE Side by Side 617 Litros Brutos PQL22LEKFSS Inox","https://www.ktronix.com/nevecon-ge-side-by-side-617-litros-brutos-pql22lekfss-inox/p/757638368643","","Nevecón GE Side by Side 617 Litros Brutos PQL22LEKFSS Inox","$6.239.900
                                            Hoy","Display Digital. Controla fácilmente todas las funciones del refrigerador en un simple click. Controla fácilmente todas las funciones del refrigerador en un simple click: Control de temperatura, Alarma y Bloqueo de panel.","4.9","10 Opiniones","/medias/757638368643-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMzgxfGltYWdlL2pwZWd8aW1hZ2VzL2hjMS9oMzEvMTE1Nzk5MTM2MDEwNTQuanBnfDU2ZGZiZmFiZDMzOWIxMzc3MTEyM2I5NTUwNjc3NmM2OWE1MzkxMjMzMzMyNDMyODlhY2M4Mjk0MGIxYTkzZTI"
"1681681109-2571","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevecón GE Side by Side 711 Litros Brutos PQL26PGKCSS Inox","https://www.ktronix.com/nevecon-ge-side-by-side-711-litros-brutos-pql26pgkcss-inox/p/757638368667","","Nevecón GE Side by Side 711 Litros Brutos PQL26PGKCSS Inox","$7.489.900
                                            Hoy","Display Digital. Controla fácilmente todas las funciones del refrigerador en un simple click. Controla fácilmente todas las funciones del refrigerador en un simple click: Control de temperatura, Alarma y Bloqueo de panel.","5.0","2 Opiniones","/medias/757638368667-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMzc2fGltYWdlL2pwZWd8aW1hZ2VzL2g4NS9oYmMvMTE1MDQ2NTQ3NzgzOTguanBnfDA3NzUxMDRkZTgyNzgxOWY3ZGNiZmI5YTc5NmRiMTNiMGU1MzJlNDMwMjg3NDM3NDdmMWE2YzBkODg2MWMzMjg"
"1681681118-2572","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevecón GE Profile Tipo Europeo 698 Litros Brutos PNQ25IMPCES Slate","https://www.ktronix.com/nevecon-ge-profile-tipo-europeo-698-litros-brutos-pnq25impces-slate/p/757638368698","","Nevecón GE Profile Tipo Europeo 698 Litros Brutos PNQ25IMPCES Slate","$6.799.900
                                            Hoy","Compresor Eco Advanced, aprovecha mejor la energía.","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-757638368698-001.jpg?context=bWFzdGVyfGltYWdlc3wxODM4fGltYWdlL2pwZWd8aDdjL2hlYy8xMzY0MjA1MzU4Mjg3OC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc1NzYzODM2ODY5OF8wMDEuanBnfDVlYzMyYTMxOGJkZDcwNmVkZWQ5ODIyY2JhZWJkMWU1NTc3Y2NhY2VjOGUwN2UyOWQzYjhhODk0MTE4YzM2OTU"
"1681681123-2573","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevecón GE Profile Tipo Europeo 672 Litros Brutos PFQ25LERCDS Dark Slate","https://www.ktronix.com/nevecon-ge-profile-tipo-europeo-672-litros-brutos-pfq25lercds-dark-slate/p/757638377829","","Nevecón GE Profile Tipo Europeo 672 Litros Brutos  PFQ25LERCDS Dark Slate","$8.799.900
                                            Hoy","Compresor Eco Advanced, aprovecha mejor la energía.","null","null","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-757638377829-001.jpg?context=bWFzdGVyfGltYWdlc3wxNTcyfGltYWdlL2pwZWd8aGU2L2hiZS8xMzY0MjA5NDYwODQxNC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc1NzYzODM3NzgyOV8wMDEuanBnfGQ5MTY1NTJlMzZmY2IyMjY0NTE0NmQ1ZmY3NjFkYjYzZGMxOWNkODdjNjI0Y2Y2ZWE1NWFlNjM1Njk3MDFlMTE"
"1681681129-2574","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera MABE No Frost Congelador Inferior 520 Litros RMB520IJBQX0 Plateado","https://www.ktronix.com/nevera-mabe-no-frost-congelador-inferior-520-litros-rmb520ijbqx0-plateado/p/757638377997","","Nevera MABE No Frost Congelador Inferior 520 Litros RMB520IJBQX0 Plateado","$4.389.900
                                            Hoy","Ahorro de energia con Tecnologia Home Energy Saver","5.0","1 Opinión","/medias/60Wx60H-master-hotfolder-transfer-incoming-deposit-hybris-interfaces-IN-media-product-757638377997-001.jpg?context=bWFzdGVyfGltYWdlc3wxNTM2fGltYWdlL2pwZWd8aDBkL2g0My8xMzY0ODg2MTI2NTk1MC82MFd4NjBIX21hc3Rlci9ob3Rmb2xkZXIvdHJhbnNmZXIvaW5jb21pbmcvZGVwb3NpdC9oeWJyaXMtaW50ZXJmYWNlcy9JTi9tZWRpYS9wcm9kdWN0Lzc1NzYzODM3Nzk5N18wMDEuanBnfDI3NjkyM2MxODE4MmNhZjk2ZjE1NWJlY2FlZTI0YTk5NzYxMjYyMTA3YzU0NmQ2OWFkY2Q4NWU0ZjA4MzFkNTM"
"1681681134-2575","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Vinera GE 8 Botellas GW8XDBB Negro","https://www.ktronix.com/vinera-ge-8-botellas-gw8xdbb-negro/p/757638604857","","Vinera GE 8 Botellas GW8XDBB Negro","$869.900
                                            Hoy","Controles Electrónicos","5.0","8 Opiniones","/medias/757638604857-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMjk3fGltYWdlL2pwZWd8aW1hZ2VzL2hiOS9oNTcvMTA0Nzg0ODc4MzA1NTguanBnfDc1NzNkZTFlZTdmNGQ2ZGNiOGU2NTI0ZmUwMDk1YzZmOWUxMTBiZGQ2ZDY5MTUzNjMxNmRkMDA0ZjY1ZTkwYjM"
"1681681141-2576","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera HACEB No Frost Congelador Superior 254 Litros Manija Externa SIBERIA Inox","https://www.ktronix.com/nevera-haceb-no-frost-congelador-superior-254-litros-manija-externa-siberia-inox/p/7704353404319","","Nevera HACEB No Frost Congelador Superior 254 Litros  Manija Externa SIBERIA Inox","$1.863.700
                                            Hoy","Tecnología de frescura envolvente, conserva por más tiempo","4.4","10 Opiniones","/medias/7704353404319-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNjE4fGltYWdlL2pwZWd8aW1hZ2VzL2g5YS9oOGIvMTA3NTc1NDI3NzI3NjYuanBnfGFkNGJiYTc1ZGRlMDg1ODFkNmZkOWU3MzJmZWZjY2UxZmVhZWZkZTY4YmMxNzFiMGFjN2E4ZTAyYTRiYWRmOGI"
"1681681146-2577","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera HACEB Frost Congelador Superior 304 Litros AUSTRIA R2 Gris","https://www.ktronix.com/nevera-haceb-frost-congelador-superior-304-litros-austria-r2-gris/p/7704353422818","","Nevera HACEB Frost Congelador Superior 304 Litros  AUSTRIA R2 Gris","$1.872.500
                                            Hoy","Bandeja de extraconservación 0°C","4.7","11 Opiniones","/medias/7704353422818-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNzY1fGltYWdlL2pwZWd8aW1hZ2VzL2g4NS9oM2YvMTA3MjUxMzY4NTkxNjYuanBnfGRmZWQ0MTQ1ZGQwMDk0OGNhMDZlOTlkYTJjNmY1Y2FhN2ZjZDE0NGZjZTNkYzMyOThlM2I0N2JlYWE1YzEzOTE"
"1681681151-2578","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera MABE Frost Congelador Superior 320 Litros RMC320FACG1 Grafito","https://www.ktronix.com/nevera-mabe-frost-congelador-superior-320-litros-rmc320facg1-grafito/p/7704712059778","","Nevera MABE Frost Congelador Superior 320 Litros RMC320FACG1 Grafito","$1.889.900
                                            Hoy","Mayor potencia de enfriamiento","4.3","7 Opiniones","/medias/7704712059778-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMjM3fGltYWdlL2pwZWd8aW1hZ2VzL2g1ZS9oZjEvMTA3NTgyODcwNjUxMTguanBnfDliYzkzOTgyMjk3NWZlOGVkYTQ0MmM0MzA3MzM4NDRmM2Y4YTllYWE1MDJmODM2NDU4YjA3ODJlNTg0Y2E0MDU"
"1681681157-2579","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera MABE No Frost Congelador Superior 230 Litros RMA235FJCT Platinum","https://www.ktronix.com/nevera-mabe-no-frost-congelador-superior-230-litros-rma235fjct-platinum/p/7704712577654","","Nevera MABE No Frost Congelador Superior 230 Litros RMA235FJCT Platinum","$1.869.900
                                            Hoy","Ahorro de energia con Tecnologia Home Energy Saber","4.4","8 Opiniones","/medias/7704712577654-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMDk2fGltYWdlL2pwZWd8aW1hZ2VzL2gzOS9oNmIvMTA3NTgzNTgwNDA2MDYuanBnfDM1YjE1NDJkN2E3ZjFiY2VhZmE2ZmY1NzRlYjU3MWVjZWNkNWNlNWNlMjlhODdlNzU0YmE0NDAwYTMzM2IwNzg"
"1681681162-2580","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera MABE Frost Congelador Superior 390 Litros RMC390FACG1 Grafito","https://www.ktronix.com/nevera-mabe-frost-congelador-superior-390-litros-rmc390facg1-grafito/p/7704712717951","","Nevera MABE Frost Congelador Superior 390 Litros  RMC390FACG1 Grafito","$2.109.900
                                            Hoy","Mayor potencia de enfriamiento","4.3","6 Opiniones","/medias/7704712717951-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxMDY0fGltYWdlL2pwZWd8aW1hZ2VzL2hmMy9oMjkvMTA3NTgzODIzNTQ0NjIuanBnfDNhMmYzOWU2YTZkYjdhMTBhYzQ4ZmQ0YWExNzkwOGJkODU4MTJlODdhNTA0OTkzN2Q4NThhNGY2NDFjOWMzNDU"
"1681681166-2581","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Vinera CHALLENGER 16 Botellas RVV16 Negro","https://www.ktronix.com/vinera-challenger-16-botellas-rvv16-negro/p/7705191002484","","Vinera CHALLENGER 16 Botellas RVV16 Negro","$969.900
                                            Hoy","Capacidad para 16 botellas de vino, tus cosechas favoritas en casa","5.0","1 Opinión","/medias/7705191002484-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyNDQ0fGltYWdlL2pwZWd8aW1hZ2VzL2hlYy9oYTAvODkxODcyMzk4NTQzOC5qcGd8ZThmZGFmMmU0YTM2MjVhNGNkYjFmZWUwNDNkODUyMDM3Zjg1NmY1YTdkMGUzOGJmODcwNjcwNDg1YTA3NzUzNQ"
"1681681172-2582","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Minibar KALLEY Mickey Mouse de Disney Frost Una Puerta 47 Litros K-DMB47R2 Rojo.","https://www.ktronix.com/minibar-kalley-mickey-mouse-disney-frost-una-puerta-47-litros-k-dmb47r2-rojo/p/7705946476706","","Minibar KALLEY Mickey Mouse de Disney Frost Una Puerta 47 Litros K-DMB47R2 Rojo.","$849.900
                                            Hoy","Sistema de Nivelación para estabilidad del producto.","null","null","/medias/7705946476706-001-60Wx60H?context=bWFzdGVyfGltYWdlc3w1MDgwfGltYWdlL2pwZWd8aDM0L2gwYi8xMzQ0NjUzNjIzMjk5MC83NzA1OTQ2NDc2NzA2XzAwMV82MFd4NjBIfGY2YzMzMjNkMzFlNmE3YTliNGEwMWU3NDI3ZDBkZjhkYzUxNmY5YjFlMWRiOWE4Yzg4YTY2NWYzMTY4YzRmZTY"
"1681681177-2583","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Minibar KALLEY Mickey Mouse de Disney Frost Una Puerta 93 Litros K-DMB93N1 Negro.","https://www.ktronix.com/minibar-kalley-mickey-mouse-disney-frost-una-puerta-93-litros-k-dmb93n1-negro/p/7705946476713","","Minibar KALLEY Mickey Mouse de Disney Frost Una Puerta 93 Litros K-DMB93N1 Negro.","$1.099.900
                                            Hoy","Sistema de Nivelación para estabilidad del producto.","4.0","1 Opinión","/medias/7705946476713-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzNDI3fGltYWdlL2pwZWd8aDRmL2hiYy8xMzQ0NjUzOTc3MTkzNC83NzA1OTQ2NDc2NzEzXzAwMV82MFd4NjBIfDA3NWEwODc3ZjQxYTVmZmI1OGZkYTAzMzI5ODg2MDc4NmM4YTM5ZjU5NzYwMWFlMGJmMWVjZGU3NzY3ZGI3ZDg"
"1681681181-2584","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Minibar KALLEY Frost Una Puerta 47 Litros K-MB47RR Rojo.","https://www.ktronix.com/minibar-kalley-frost-una-puerta-47-litros-k-mb47rr-rojo/p/7705946997737","","Minibar KALLEY Frost Una Puerta 47 Litros K-MB47RR Rojo.","$679.900
                                            Hoy","Sistema de Nivelación para estabilidad del producto.","null","null","/medias/7705946997737-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wzNjMyfGltYWdlL2pwZWd8aDhkL2hiNC8xMzQwNTI1NDE4OTA4Ni83NzA1OTQ2OTk3NzM3XzAwMV82MFd4NjBIfDM5NjY4ZmUzNjVkMGEwNDQxZjU3YjE5NDYwZmU1MTRjNWM0NTEwNDIzZGM1YThhY2FiZTlkZDY5ZGMwNGQ4N2I"
"1681681186-2585","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Minibar KALLEY Frost Una Puerta 47 Litros K-MB47RN Negro.","https://www.ktronix.com/minibar-kalley-frost-una-puerta-47-litros-k-mb47rn-negro/p/7705946997744","","Minibar KALLEY Frost Una Puerta 47 Litros K-MB47RN Negro.","$729.900
                                            Hoy","Sistema de Nivelación para estabilidad del producto.","null","null","/medias/7705946997744-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNzcyfGltYWdlL2pwZWd8aGUzL2hjZi8xMzQwNTI1OTQ5NzUwMi83NzA1OTQ2OTk3NzQ0XzAwMV82MFd4NjBIfGQxNzMxMTgyNjVmNjU3NDNjYzM3OWM0MzkyZjIyN2Q3NzJiMDgwNTcyYTlkY2I3OTNhZDg3ODRkNTQ3NjkyYTQ"
"1681681190-2586","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Congelador Horizontal ELECTROLUX Dual 150 Litros EFCC15C3 Blanco","https://www.ktronix.com/congelador-horizontal-electrolux-dual-150-litros-efcc15c3-blanco/p/7861106403941","","Congelador Horizontal ELECTROLUX Dual 150 Litros EFCC15C3 Blanco","$1.399.900
                                            Hoy","Capacidad interna de 145 litros","4.8","61 Opiniones","/medias/7861106403941-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMDMwfGltYWdlL2pwZWd8aW1hZ2VzL2hiYy9oNzUvODk1ODU1MzYyMDUxMC5qcGd8MThkMmMxZjE0MzUwNTgxNmY3NWEzNGNjMDhmMTM0NzA1YzEzNmY5ZWQyNTczNDYyMzUxNjM4Mjk0NmU5NDRmZQ"
"1681681196-2587","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Congelador Horizontal ELECTROLUX Dual 318 Litros EFCC32C Blanco","https://www.ktronix.com/congelador-horizontal-electrolux-dual-318-litros-efcc32c-blanco/p/7861106403972","","Congelador Horizontal ELECTROLUX Dual 318 Litros EFCC32C Blanco","$1.899.900
                                            Hoy","Capacidad interna de 316 litros","4.8","44 Opiniones","/medias/7861106403972-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMDgxfGltYWdlL2pwZWd8aW1hZ2VzL2gyMS9oN2IvODk1ODk4MzczMzI3OC5qcGd8ZDUwZDU3NGQ0Y2Y5NTdhYjY3Zjk3YjI3MmU0MWJlMTU0MjlhMmI4ZDY2MDlmZWYxOGJjMGFlOGU3NjNmN2VhYg"
"1681681201-2588","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Congelador Horizontal ELECTROLUX 380 Litros EFCC38C Blanco","https://www.ktronix.com/congelador-horizontal-electrolux-380-litros-efcc38c-blanco/p/7861106403989","","Congelador Horizontal ELECTROLUX 380 Litros EFCC38C Blanco","$2.149.900
                                            Hoy","Capacidad interna de 380 litros","4.9","26 Opiniones","/medias/7861106403989-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wyMDE5fGltYWdlL2pwZWd8aW1hZ2VzL2g2MS9oZjkvODk1ODk4NjA5MjU3NC5qcGd8N2NmMmQ4OTgzMzllNWFkZTIyMmI2OTJjN2Y1MWM3MDAzYjMyZDFhZmNiZjlkN2JjMGQwNDg2YjQwYTNiZjhlNQ"
"1681681207-2589","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera ELECTROLUX No Frost Congelador Superior 407 Litros DW44S Gris","https://www.ktronix.com/nevera-electrolux-no-frost-congelador-superior-407-litros-dw44s-gris/p/7909569002711","","Nevera ELECTROLUX No Frost Congelador Superior 407 Litros  DW44S Gris","$2.799.900
                                            Hoy","Tecnología No Frost, no genera escarcha para fácil limpieza","5.0","24 Opiniones","/medias/7909569002711-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxOTQwfGltYWdlL2pwZWd8aW1hZ2VzL2hjMy9oNzcvMTA0MjkyMjEwNzcwMjIuanBnfDI5ZjUxMjhhOGM2NzI2M2FmMjM4ZDJkODhlYmMzZjRlN2E5NzZiYjMxYzE3Y2VjNjg3ZTdiYmY2OTIwY2FmNmI"
"1681681213-2590","https://www.ktronix.com/electrodomesticos/grandes-electrodomesticos/refrigeracion/c/BI_0610_KTRON","Nevera ELECTROLUX No Frost Congelador Superior 382 Litros TW42S Gris","https://www.ktronix.com/nevera-electrolux-no-frost-congelador-superior-382-litros-tw42s-gris/p/7909569246498","","Nevera ELECTROLUX No Frost Congelador Superior 382 Litros  TW42S Gris","$2.299.900
                                            Hoy","Panel digital Blue Touch: controla fácilmente la temperatura","4.7","24 Opiniones","/medias/7909569246498-001-60Wx60H?context=bWFzdGVyfGltYWdlc3wxNjc0fGltYWdlL2pwZWd8aW1hZ2VzL2g2ZS9oZDYvMTA0NTEwMjExNjg2NzAuanBnfGNiNjI0ZDYzMTBhZWZhMjA0ZmJkYzk2MDY1MmU5ZTNhZDM0ODA4Yzc0NjM3OThmZmM4ZDJjYjcwZGQzMDQ4NzY"
